,STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
568,TOTAL (ALL INDIA),2005,Total Salaried,20,3280,4357,2799,239,10695,34,872,683,293,73,1955,12650
569,TOTAL (ALL INDIA),2005,Total Self-employed,274,9694,14226,9887,4104,38185,194,2629,1942,1314,593,6672,44857
0,ANDHRA PRADESH,2006,House Wife,0,0,0,0,0,0,2,994,750,303,107,2156,2156
1,ANDHRA PRADESH,2006,Service (Government),4,51,84,44,0,183,0,19,26,3,0,48,231
2,ANDHRA PRADESH,2006,Service (Private),0,157,240,159,20,576,0,30,35,6,0,71,647
3,ANDHRA PRADESH,2006,Public Sector Undertaking,0,67,69,48,6,190,0,1,10,3,0,14,204
4,ANDHRA PRADESH,2006,Student,55,216,12,4,0,287,53,168,4,0,0,225,512
5,ANDHRA PRADESH,2006,Unemployed,0,169,132,70,0,371,0,34,24,0,0,58,429
6,ANDHRA PRADESH,2006,Self-employed (Business activity),0,263,305,214,60,842,0,15,12,21,4,52,894
7,ANDHRA PRADESH,2006,Professional Activity,0,66,240,197,49,552,1,12,8,0,1,22,574
8,ANDHRA PRADESH,2006,Farming/Agriculture Activity,15,505,777,489,214,2000,14,241,210,115,27,607,2607
9,ANDHRA PRADESH,2006,Others (Please Specify),46,505,651,430,191,1823,71,269,145,83,110,678,2501
10,ANDHRA PRADESH,2006,Retired Person,0,1,3,9,38,51,0,0,5,0,1,6,57
11,ANDHRA PRADESH,2006,Others (Please Specify),49,696,765,368,110,1988,54,204,128,49,41,476,2464
12,ANDHRA PRADESH,2006,Total,169,2696,3278,2032,688,8863,195,1987,1357,583,291,4413,13276
13,ANDHRA PRADESH,2006,Total Salaried,4,275,393,251,26,949,0,50,71,12,0,133,1082
14,ANDHRA PRADESH,2006,Total Self-employed,61,1339,1973,1330,514,5217,86,537,375,219,142,1359,6576
15,ARUNACHAL PRADESH,2006,House Wife,0,0,0,0,0,0,0,7,11,3,0,21,21
16,ARUNACHAL PRADESH,2006,Service (Government),0,2,9,7,0,18,0,0,1,0,0,1,19
17,ARUNACHAL PRADESH,2006,Service (Private),0,11,12,4,1,28,0,0,0,0,0,0,28
18,ARUNACHAL PRADESH,2006,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
19,ARUNACHAL PRADESH,2006,Student,1,1,0,0,0,2,2,6,0,0,0,8,10
20,ARUNACHAL PRADESH,2006,Unemployed,0,3,5,1,0,9,0,0,0,0,0,0,9
21,ARUNACHAL PRADESH,2006,Self-employed (Business activity),0,2,2,1,0,5,0,0,0,0,0,0,5
22,ARUNACHAL PRADESH,2006,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
23,ARUNACHAL PRADESH,2006,Farming/Agriculture Activity,0,1,2,1,0,4,0,0,0,0,0,0,4
24,ARUNACHAL PRADESH,2006,Others (Please Specify),0,8,12,3,0,23,1,2,0,0,0,3,26
25,ARUNACHAL PRADESH,2006,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
26,ARUNACHAL PRADESH,2006,Others (Please Specify),0,0,3,4,0,7,0,0,0,0,0,0,7
27,ARUNACHAL PRADESH,2006,Total,1,28,45,21,1,96,3,15,12,3,0,33,129
28,ARUNACHAL PRADESH,2006,Total Salaried,0,13,21,11,1,46,0,0,1,0,0,1,47
29,ARUNACHAL PRADESH,2006,Total Self-employed,0,11,16,5,0,32,1,2,0,0,0,3,35
30,ASSAM,2006,House Wife,0,0,0,0,0,0,0,258,247,68,6,579,579
31,ASSAM,2006,Service (Government),0,6,6,5,0,17,0,0,0,0,0,0,17
32,ASSAM,2006,Service (Private),0,14,19,5,0,38,0,4,3,1,0,8,46
33,ASSAM,2006,Public Sector Undertaking,0,18,10,11,0,39,0,9,5,0,0,14,53
34,ASSAM,2006,Student,27,127,3,0,0,157,19,32,2,0,0,53,210
35,ASSAM,2006,Unemployed,0,0,15,24,2,41,0,0,0,0,0,0,41
36,ASSAM,2006,Self-employed (Business activity),0,148,199,118,1,466,0,28,13,6,0,47,513
37,ASSAM,2006,Professional Activity,1,26,82,29,0,138,0,0,0,0,0,0,138
38,ASSAM,2006,Farming/Agriculture Activity,0,82,139,54,20,295,2,2,13,10,0,27,322
39,ASSAM,2006,Others (Please Specify),9,261,310,106,23,709,4,27,35,14,8,88,797
40,ASSAM,2006,Retired Person,0,2,1,2,5,10,0,0,0,0,0,0,10
41,ASSAM,2006,Others (Please Specify),7,69,69,31,30,206,7,53,30,8,1,99,305
42,ASSAM,2006,Total,44,753,853,385,81,2116,32,413,348,107,15,915,3031
43,ASSAM,2006,Total Salaried,0,38,35,21,0,94,0,13,8,1,0,22,116
44,ASSAM,2006,Total Self-employed,10,517,730,307,44,1608,6,57,61,30,8,162,1770
45,BIHAR,2006,House Wife,0,0,0,0,0,0,0,56,68,12,1,137,137
46,BIHAR,2006,Service (Government),0,1,3,2,0,6,0,1,3,0,0,4,10
47,BIHAR,2006,Service (Private),0,5,9,1,0,15,0,0,0,1,0,1,16
48,BIHAR,2006,Public Sector Undertaking,0,1,1,0,0,2,0,0,5,0,0,5,7
49,BIHAR,2006,Student,10,30,3,0,0,43,8,14,5,0,0,27,70
50,BIHAR,2006,Unemployed,0,8,9,0,1,18,1,4,2,1,0,8,26
51,BIHAR,2006,Self-employed (Business activity),0,7,8,1,0,16,0,1,7,0,0,8,24
52,BIHAR,2006,Professional Activity,0,1,2,0,0,3,0,0,0,1,0,1,4
53,BIHAR,2006,Farming/Agriculture Activity,0,13,21,2,2,38,0,4,4,0,0,8,46
54,BIHAR,2006,Others (Please Specify),0,13,15,13,1,42,1,13,16,3,0,33,75
55,BIHAR,2006,Retired Person,0,0,0,0,1,1,0,0,0,0,1,1,2
56,BIHAR,2006,Others (Please Specify),18,44,31,16,6,115,14,30,19,20,3,86,201
57,BIHAR,2006,Total,28,123,102,35,11,299,24,123,129,38,5,319,618
58,BIHAR,2006,Total Salaried,0,7,13,3,0,23,0,1,8,1,0,10,33
59,BIHAR,2006,Total Self-employed,0,34,46,16,3,99,1,18,27,4,0,50,149
60,CHHATTISGARH,2006,House Wife,0,0,0,0,0,0,3,393,248,83,45,772,772
61,CHHATTISGARH,2006,Service (Government),0,6,13,11,1,31,0,1,2,1,0,4,35
62,CHHATTISGARH,2006,Service (Private),0,24,60,43,0,127,0,4,5,0,0,9,136
63,CHHATTISGARH,2006,Public Sector Undertaking,0,0,14,2,0,16,0,0,1,0,0,1,17
64,CHHATTISGARH,2006,Student,23,84,0,0,0,107,16,69,0,0,0,85,192
65,CHHATTISGARH,2006,Unemployed,0,93,41,10,0,144,1,5,1,1,0,8,152
66,CHHATTISGARH,2006,Self-employed (Business activity),0,29,63,17,4,113,0,12,2,8,0,22,135
67,CHHATTISGARH,2006,Professional Activity,1,25,38,13,6,83,0,0,0,0,0,0,83
68,CHHATTISGARH,2006,Farming/Agriculture Activity,6,377,481,245,103,1212,20,115,83,41,12,271,1483
69,CHHATTISGARH,2006,Others (Please Specify),24,179,178,105,21,507,17,84,28,23,4,156,663
70,CHHATTISGARH,2006,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
71,CHHATTISGARH,2006,Others (Please Specify),58,250,197,144,70,719,39,92,58,31,18,238,957
72,CHHATTISGARH,2006,Total,112,1067,1085,590,206,3060,96,775,428,188,79,1566,4626
73,CHHATTISGARH,2006,Total Salaried,0,30,87,56,1,174,0,5,8,1,0,14,188
74,CHHATTISGARH,2006,Total Self-employed,31,610,760,380,134,1915,37,211,113,72,16,449,2364
75,GOA,2006,House Wife,0,0,0,0,0,0,0,12,16,13,10,51,51
76,GOA,2006,Service (Government),0,2,1,0,0,3,0,0,0,0,0,0,3
77,GOA,2006,Service (Private),0,20,18,11,0,49,0,3,1,0,0,4,53
78,GOA,2006,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
79,GOA,2006,Student,1,7,0,0,0,8,4,8,0,0,0,12,20
80,GOA,2006,Unemployed,0,19,22,8,2,51,0,10,2,0,0,12,63
81,GOA,2006,Self-employed (Business activity),0,2,2,5,0,9,0,0,0,0,0,0,9
82,GOA,2006,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
83,GOA,2006,Farming/Agriculture Activity,0,0,5,0,0,5,0,0,0,0,0,0,5
84,GOA,2006,Others (Please Specify),0,1,5,4,3,13,0,1,0,0,0,1,14
85,GOA,2006,Retired Person,0,0,0,2,6,8,0,0,0,0,0,0,8
86,GOA,2006,Others (Please Specify),0,9,16,10,2,37,2,6,3,0,1,12,49
87,GOA,2006,Total,1,60,69,40,13,183,6,40,22,13,11,92,275
88,GOA,2006,Total Salaried,0,22,19,11,0,52,0,3,1,0,0,4,56
89,GOA,2006,Total Self-employed,0,3,12,9,3,27,0,1,0,0,0,1,28
90,GUJARAT,2006,House Wife,0,0,0,0,0,0,0,651,469,219,57,1396,1396
91,GUJARAT,2006,Service (Government),0,8,22,14,1,45,0,5,3,1,0,9,54
92,GUJARAT,2006,Service (Private),0,141,215,102,3,461,0,37,25,8,0,70,531
93,GUJARAT,2006,Public Sector Undertaking,0,13,17,10,1,41,0,10,4,1,0,15,56
94,GUJARAT,2006,Student,24,100,13,0,0,137,17,85,1,0,0,103,240
95,GUJARAT,2006,Unemployed,0,162,154,86,8,410,0,19,22,5,0,46,456
96,GUJARAT,2006,Self-employed (Business activity),0,73,108,68,8,257,0,1,5,0,0,6,263
97,GUJARAT,2006,Professional Activity,0,126,141,87,16,370,2,10,12,5,0,29,399
98,GUJARAT,2006,Farming/Agriculture Activity,0,101,175,116,19,411,3,24,29,14,6,76,487
99,GUJARAT,2006,Others (Please Specify),2,165,176,110,24,477,3,48,23,9,3,86,563
100,GUJARAT,2006,Retired Person,0,2,1,24,86,113,0,0,0,7,50,57,170
101,GUJARAT,2006,Others (Please Specify),4,95,112,77,38,326,3,35,21,29,6,94,420
102,GUJARAT,2006,Total,30,986,1134,694,204,3048,28,925,614,298,122,1987,5035
103,GUJARAT,2006,Total Salaried,0,162,254,126,5,547,0,52,32,10,0,94,641
104,GUJARAT,2006,Total Self-employed,2,465,600,381,67,1515,8,83,69,28,9,197,1712
105,HARYANA,2006,House Wife,0,0,0,0,0,0,2,152,110,40,15,319,319
106,HARYANA,2006,Service (Government),0,13,28,8,0,49,0,5,5,0,0,10,59
107,HARYANA,2006,Service (Private),0,129,127,58,7,321,0,12,23,15,4,54,375
108,HARYANA,2006,Public Sector Undertaking,0,14,50,14,0,78,0,16,5,0,0,21,99
109,HARYANA,2006,Student,8,75,3,0,0,86,10,30,0,0,0,40,126
110,HARYANA,2006,Unemployed,1,81,105,51,5,243,0,5,7,2,1,15,258
111,HARYANA,2006,Self-employed (Business activity),0,17,33,25,14,89,0,4,8,0,0,12,101
112,HARYANA,2006,Professional Activity,0,10,8,6,0,24,0,2,0,0,0,2,26
113,HARYANA,2006,Farming/Agriculture Activity,0,48,78,35,20,181,0,6,2,1,0,9,190
114,HARYANA,2006,Others (Please Specify),2,88,75,40,13,218,0,2,5,5,3,15,233
115,HARYANA,2006,Retired Person,1,20,18,10,5,54,0,1,0,0,0,1,55
116,HARYANA,2006,Others (Please Specify),13,115,176,91,28,423,9,17,12,8,6,52,475
117,HARYANA,2006,Total,25,610,701,338,92,1766,21,252,177,71,29,550,2316
118,HARYANA,2006,Total Salaried,0,156,205,80,7,448,0,33,33,15,4,85,533
119,HARYANA,2006,Total Self-employed,2,163,194,106,47,512,0,14,15,6,3,38,550
120,HIMACHAL PRADESH,2006,House Wife,0,0,0,0,0,0,0,31,22,21,4,78,78
121,HIMACHAL PRADESH,2006,Service (Government),0,7,8,6,0,21,0,0,0,1,0,1,22
122,HIMACHAL PRADESH,2006,Service (Private),0,12,19,15,1,47,0,6,1,3,0,10,57
123,HIMACHAL PRADESH,2006,Public Sector Undertaking,0,10,24,4,2,40,0,1,0,0,0,1,41
124,HIMACHAL PRADESH,2006,Student,4,14,2,0,0,20,1,18,1,0,0,20,40
125,HIMACHAL PRADESH,2006,Unemployed,0,10,13,8,1,32,0,0,0,0,0,0,32
126,HIMACHAL PRADESH,2006,Self-employed (Business activity),0,3,7,3,4,17,0,0,0,0,0,0,17
127,HIMACHAL PRADESH,2006,Professional Activity,0,0,3,1,0,4,0,0,0,0,0,0,4
128,HIMACHAL PRADESH,2006,Farming/Agriculture Activity,0,7,11,3,1,22,0,0,0,0,0,0,22
129,HIMACHAL PRADESH,2006,Others (Please Specify),0,2,0,0,0,2,0,0,0,0,0,0,2
130,HIMACHAL PRADESH,2006,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1
131,HIMACHAL PRADESH,2006,Others (Please Specify),0,25,34,25,11,95,0,11,19,12,4,46,141
132,HIMACHAL PRADESH,2006,Total,4,90,121,65,21,301,1,67,43,37,8,156,457
133,HIMACHAL PRADESH,2006,Total Salaried,0,29,51,25,3,108,0,7,1,4,0,12,120
134,HIMACHAL PRADESH,2006,Total Self-employed,0,12,21,7,5,45,0,0,0,0,0,0,45
135,JAMMU & KASHMIR,2006,House Wife,0,0,0,0,0,0,0,20,20,2,0,42,42
136,JAMMU & KASHMIR,2006,Service (Government),0,11,9,4,0,24,0,2,1,0,0,3,27
137,JAMMU & KASHMIR,2006,Service (Private),0,2,2,3,1,8,0,2,1,1,0,4,12
138,JAMMU & KASHMIR,2006,Public Sector Undertaking,0,1,0,1,0,2,0,0,0,0,0,0,2
139,JAMMU & KASHMIR,2006,Student,0,7,0,0,0,7,0,15,0,0,0,15,22
140,JAMMU & KASHMIR,2006,Unemployed,0,15,11,0,0,26,0,6,1,1,0,8,34
141,JAMMU & KASHMIR,2006,Self-employed (Business activity),0,1,1,0,0,2,0,0,0,0,0,0,2
142,JAMMU & KASHMIR,2006,Professional Activity,0,0,0,0,0,0,0,5,0,0,0,5,5
143,JAMMU & KASHMIR,2006,Farming/Agriculture Activity,1,10,12,6,1,30,0,2,1,1,0,4,34
144,JAMMU & KASHMIR,2006,Others (Please Specify),0,6,6,7,1,20,0,8,5,4,0,17,37
145,JAMMU & KASHMIR,2006,Retired Person,0,0,0,0,2,2,0,0,0,0,0,0,2
146,JAMMU & KASHMIR,2006,Others (Please Specify),0,11,15,4,1,31,0,8,4,0,0,12,43
147,JAMMU & KASHMIR,2006,Total,1,64,56,25,6,152,0,68,33,9,0,110,262
148,JAMMU & KASHMIR,2006,Total Salaried,0,14,11,8,1,34,0,4,2,1,0,7,41
149,JAMMU & KASHMIR,2006,Total Self-employed,1,17,19,13,2,52,0,15,6,5,0,26,78
150,JHARKHAND,2006,House Wife,0,0,0,0,0,0,1,94,70,23,2,190,190
151,JHARKHAND,2006,Service (Government),0,5,5,10,0,20,0,0,6,0,0,6,26
152,JHARKHAND,2006,Service (Private),0,20,12,8,0,40,0,2,5,1,0,8,48
153,JHARKHAND,2006,Public Sector Undertaking,0,1,0,0,0,1,0,0,0,0,0,0,1
154,JHARKHAND,2006,Student,10,58,1,2,0,71,5,35,0,0,0,40,111
155,JHARKHAND,2006,Unemployed,0,31,37,12,1,81,1,6,7,0,0,14,95
156,JHARKHAND,2006,Self-employed (Business activity),0,12,4,2,0,18,0,1,0,1,0,2,20
157,JHARKHAND,2006,Professional Activity,0,5,24,5,0,34,0,0,0,0,0,0,34
158,JHARKHAND,2006,Farming/Agriculture Activity,0,19,53,30,1,103,0,0,0,0,0,0,103
159,JHARKHAND,2006,Others (Please Specify),4,21,18,7,3,53,2,2,0,0,0,4,57
160,JHARKHAND,2006,Retired Person,0,2,1,0,6,9,0,0,0,0,0,0,9
161,JHARKHAND,2006,Others (Please Specify),7,16,38,19,11,91,6,18,32,13,2,71,162
162,JHARKHAND,2006,Total,21,190,193,95,22,521,15,158,120,38,4,335,856
163,JHARKHAND,2006,Total Salaried,0,26,17,18,0,61,0,2,11,1,0,14,75
164,JHARKHAND,2006,Total Self-employed,4,57,99,44,4,208,2,3,0,1,0,6,214
165,KARNATAKA,2006,House Wife,0,0,0,0,0,0,0,697,649,369,136,1851,1851
166,KARNATAKA,2006,Service (Government),0,68,71,75,0,214,0,11,6,7,0,24,238
167,KARNATAKA,2006,Service (Private),2,285,362,343,46,1038,0,65,48,28,3,144,1182
168,KARNATAKA,2006,Public Sector Undertaking,0,47,41,43,5,136,0,16,9,8,1,34,170
169,KARNATAKA,2006,Student,25,173,15,14,3,230,38,174,5,0,0,217,447
170,KARNATAKA,2006,Unemployed,0,162,146,59,31,398,0,53,14,16,7,90,488
171,KARNATAKA,2006,Self-employed (Business activity),2,133,140,101,20,396,1,15,22,4,2,44,440
172,KARNATAKA,2006,Professional Activity,12,64,76,44,14,210,1,4,4,2,2,13,223
173,KARNATAKA,2006,Farming/Agriculture Activity,2,348,576,395,129,1450,5,90,97,56,22,270,1720
174,KARNATAKA,2006,Others (Please Specify),14,377,622,480,206,1699,6,145,109,72,29,361,2060
175,KARNATAKA,2006,Retired Person,0,0,1,6,21,28,0,0,0,0,1,1,29
176,KARNATAKA,2006,Others (Please Specify),94,650,790,465,250,2249,80,483,362,128,62,1115,3364
177,KARNATAKA,2006,Total,151,2307,2840,2025,725,8048,131,1753,1325,690,265,4164,12212
178,KARNATAKA,2006,Total Salaried,2,400,474,461,51,1388,0,92,63,43,4,202,1590
179,KARNATAKA,2006,Total Self-employed,30,922,1414,1020,369,3755,13,254,232,134,55,688,4443
180,KERALA,2006,House Wife,0,0,0,0,0,0,0,289,404,388,269,1350,1350
181,KERALA,2006,Service (Government),0,3,31,41,0,75,0,2,5,7,0,14,89
182,KERALA,2006,Service (Private),0,75,148,134,13,370,0,27,27,7,1,62,432
183,KERALA,2006,Public Sector Undertaking,0,3,29,22,4,58,0,4,7,7,2,20,78
184,KERALA,2006,Student,45,71,0,0,0,116,53,102,0,0,0,155,271
185,KERALA,2006,Unemployed,1,210,348,283,157,999,0,101,54,29,34,218,1217
186,KERALA,2006,Self-employed (Business activity),0,41,138,156,38,373,0,3,0,1,0,4,377
187,KERALA,2006,Professional Activity,0,43,82,69,16,210,0,8,7,5,0,20,230
188,KERALA,2006,Farming/Agriculture Activity,0,86,273,420,249,1028,0,9,26,37,24,96,1124
189,KERALA,2006,Others (Please Specify),5,389,685,710,524,2313,6,103,86,79,83,357,2670
190,KERALA,2006,Retired Person,0,0,8,38,65,111,0,0,0,5,12,17,128
191,KERALA,2006,Others (Please Specify),3,145,249,326,207,930,1,34,24,37,34,130,1060
192,KERALA,2006,Total,54,1066,1991,2199,1273,6583,60,682,640,602,459,2443,9026
193,KERALA,2006,Total Salaried,0,81,208,197,17,503,0,33,39,21,3,96,599
194,KERALA,2006,Total Self-employed,5,559,1178,1355,827,3924,6,123,119,122,107,477,4401
195,MADHYA PRADESH,2006,House Wife,0,0,0,0,0,0,13,1026,595,184,83,1901,1901
196,MADHYA PRADESH,2006,Service (Government),1,18,22,27,0,68,0,20,8,0,0,28,96
197,MADHYA PRADESH,2006,Service (Private),2,64,72,51,9,198,0,49,15,4,1,69,267
198,MADHYA PRADESH,2006,Public Sector Undertaking,2,37,45,17,4,105,2,14,4,4,0,24,129
199,MADHYA PRADESH,2006,Student,36,140,12,5,5,198,36,111,15,5,0,167,365
200,MADHYA PRADESH,2006,Unemployed,2,124,76,52,20,274,0,9,6,7,0,22,296
201,MADHYA PRADESH,2006,Self-employed (Business activity),3,46,84,46,20,199,0,6,2,0,0,8,207
202,MADHYA PRADESH,2006,Professional Activity,0,62,58,25,8,153,0,3,5,2,2,12,165
203,MADHYA PRADESH,2006,Farming/Agriculture Activity,20,349,448,241,120,1178,5,110,62,18,2,197,1375
204,MADHYA PRADESH,2006,Others (Please Specify),14,198,244,148,71,675,12,103,61,18,14,208,883
205,MADHYA PRADESH,2006,Retired Person,0,0,0,1,8,9,0,0,0,0,0,0,9
206,MADHYA PRADESH,2006,Others (Please Specify),16,129,166,101,34,446,15,108,117,43,13,296,742
207,MADHYA PRADESH,2006,Total,96,1167,1227,714,299,3503,83,1559,890,285,115,2932,6435
208,MADHYA PRADESH,2006,Total Salaried,5,119,139,95,13,371,2,83,27,8,1,121,492
209,MADHYA PRADESH,2006,Total Self-employed,37,655,834,460,219,2205,17,222,130,38,18,425,2630
210,MAHARASHTRA,2006,House Wife,0,0,0,0,0,0,1,1911,1067,409,265,3653,3653
211,MAHARASHTRA,2006,Service (Government),0,95,202,135,0,432,0,19,25,6,0,50,482
212,MAHARASHTRA,2006,Service (Private),0,400,536,271,34,1241,0,64,27,11,2,104,1345
213,MAHARASHTRA,2006,Public Sector Undertaking,0,37,78,40,5,160,0,5,6,1,0,12,172
214,MAHARASHTRA,2006,Student,54,389,1,0,0,444,70,368,0,0,0,438,882
215,MAHARASHTRA,2006,Unemployed,4,388,341,108,31,872,2,52,12,6,0,72,944
216,MAHARASHTRA,2006,Self-employed (Business activity),0,148,203,98,23,472,0,8,10,0,1,19,491
217,MAHARASHTRA,2006,Professional Activity,0,156,287,159,51,653,0,25,23,7,1,56,709
218,MAHARASHTRA,2006,Farming/Agriculture Activity,7,942,1589,1032,541,4111,3,142,113,57,27,342,4453
219,MAHARASHTRA,2006,Others (Please Specify),3,463,712,409,170,1757,6,82,77,28,21,214,1971
220,MAHARASHTRA,2006,Retired Person,0,0,1,25,106,132,0,0,0,0,8,8,140
221,MAHARASHTRA,2006,Others (Please Specify),0,70,92,49,25,236,3,7,6,0,0,16,252
222,MAHARASHTRA,2006,Total,68,3088,4042,2326,986,10510,85,2683,1366,525,325,4984,15494
223,MAHARASHTRA,2006,Total Salaried,0,532,816,446,39,1833,0,88,58,18,2,166,1999
224,MAHARASHTRA,2006,Total Self-employed,10,1709,2791,1698,785,6993,9,257,223,92,50,631,7624
225,MANIPUR,2006,House Wife,0,0,0,0,0,0,0,2,1,0,0,3,3
226,MANIPUR,2006,Service (Government),0,3,8,2,0,13,0,0,0,0,0,0,13
227,MANIPUR,2006,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
228,MANIPUR,2006,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
229,MANIPUR,2006,Student,0,4,0,0,0,4,0,9,0,0,0,9,13
230,MANIPUR,2006,Unemployed,0,0,2,2,1,5,0,0,0,0,0,0,5
231,MANIPUR,2006,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
232,MANIPUR,2006,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
233,MANIPUR,2006,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
234,MANIPUR,2006,Others (Please Specify),0,0,0,1,0,1,0,0,0,0,0,0,1
235,MANIPUR,2006,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
236,MANIPUR,2006,Others (Please Specify),0,0,1,0,0,1,0,0,0,0,0,0,1
237,MANIPUR,2006,Total,0,7,11,5,1,24,0,11,1,0,0,12,36
238,MANIPUR,2006,Total Salaried,0,3,8,2,0,13,0,0,0,0,0,0,13
239,MANIPUR,2006,Total Self-employed,0,0,0,1,0,1,0,0,0,0,0,0,1
240,MEGHALAYA,2006,House Wife,0,0,0,0,0,0,0,6,5,0,0,11,11
241,MEGHALAYA,2006,Service (Government),0,3,5,0,0,8,0,0,0,0,0,0,8
242,MEGHALAYA,2006,Service (Private),0,1,2,2,0,5,0,0,0,0,0,0,5
243,MEGHALAYA,2006,Public Sector Undertaking,0,0,1,0,0,1,0,0,0,0,0,0,1
244,MEGHALAYA,2006,Student,1,3,0,0,0,4,1,5,0,0,0,6,10
245,MEGHALAYA,2006,Unemployed,0,9,1,0,0,10,0,2,0,0,0,2,12
246,MEGHALAYA,2006,Self-employed (Business activity),0,15,3,0,0,18,0,0,0,0,0,0,18
247,MEGHALAYA,2006,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
248,MEGHALAYA,2006,Farming/Agriculture Activity,0,1,1,1,0,3,0,0,0,0,0,0,3
249,MEGHALAYA,2006,Others (Please Specify),0,5,5,1,3,14,0,3,0,0,0,3,17
250,MEGHALAYA,2006,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
251,MEGHALAYA,2006,Others (Please Specify),0,3,1,1,1,6,0,1,0,0,0,1,7
252,MEGHALAYA,2006,Total,1,40,19,5,4,69,1,17,5,0,0,23,92
253,MEGHALAYA,2006,Total Salaried,0,4,8,2,0,14,0,0,0,0,0,0,14
254,MEGHALAYA,2006,Total Self-employed,0,21,9,2,3,35,0,3,0,0,0,3,38
255,MIZORAM,2006,House Wife,0,0,0,0,0,0,0,1,0,3,0,4,4
256,MIZORAM,2006,Service (Government),0,2,2,1,0,5,0,0,0,0,0,0,5
257,MIZORAM,2006,Service (Private),0,3,0,0,0,3,0,0,0,0,0,0,3
258,MIZORAM,2006,Public Sector Undertaking,0,3,0,0,0,3,0,0,0,0,0,0,3
259,MIZORAM,2006,Student,0,2,2,0,0,4,0,0,0,0,0,0,4
260,MIZORAM,2006,Unemployed,0,5,0,1,0,6,0,0,0,0,0,0,6
261,MIZORAM,2006,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0
262,MIZORAM,2006,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
263,MIZORAM,2006,Farming/Agriculture Activity,0,0,1,0,0,1,0,0,0,0,0,0,1
264,MIZORAM,2006,Others (Please Specify),0,2,0,1,2,5,0,0,0,0,0,0,5
265,MIZORAM,2006,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
266,MIZORAM,2006,Others (Please Specify),0,14,17,0,2,33,0,4,2,0,0,6,39
267,MIZORAM,2006,Total,0,31,22,3,4,60,0,5,2,3,0,10,70
268,MIZORAM,2006,Total Salaried,0,8,2,1,0,11,0,0,0,0,0,0,11
269,MIZORAM,2006,Total Self-employed,0,2,1,1,2,6,0,0,0,0,0,0,6
270,NAGALAND,2006,House Wife,0,0,0,0,0,0,0,0,4,1,0,5,5
271,NAGALAND,2006,Service (Government),0,3,2,0,0,5,0,0,0,0,0,0,5
272,NAGALAND,2006,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0
273,NAGALAND,2006,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0
274,NAGALAND,2006,Student,0,1,1,0,0,2,0,0,0,0,0,0,2
275,NAGALAND,2006,Unemployed,1,4,2,0,0,7,0,0,0,0,0,0,7
276,NAGALAND,2006,Self-employed (Business activity),0,0,0,1,0,1,0,0,0,0,0,0,1
277,NAGALAND,2006,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
278,NAGALAND,2006,Farming/Agriculture Activity,0,0,0,1,0,1,0,1,0,0,0,1,2
279,NAGALAND,2006,Others (Please Specify),0,1,1,1,0,3,0,2,0,0,0,2,5
280,NAGALAND,2006,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0
281,NAGALAND,2006,Others (Please Specify),0,0,0,0,0,0,0,1,0,0,0,1,1
282,NAGALAND,2006,Total,1,9,6,3,0,19,0,4,4,1,0,9,28
283,NAGALAND,2006,Total Salaried,0,3,2,0,0,5,0,0,0,0,0,0,5
284,NAGALAND,2006,Total Self-employed,0,1,1,3,0,5,0,3,0,0,0,3,8
285,ODISHA,2006,House Wife,0,0,0,0,0,0,0,254,191,64,22,531,531
286,ODISHA,2006,Service (Government),0,6,8,4,0,18,0,4,1,0,0,5,23
287,ODISHA,2006,Service (Private),0,45,51,30,7,133,0,37,32,23,0,92,225
288,ODISHA,2006,Public Sector Undertaking,0,8,16,8,0,32,0,8,9,0,0,17,49
289,ODISHA,2006,Student,18,80,14,0,0,112,29,98,32,0,0,159,271
